NGenes	Direction	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
TUFM	194	Down	0.330302839842815	0.448756272062307	1.30459584527808	1.41102453363344	1	4.91233415905307
CSTF2	183	Up	0.334923113323377	0.451916803593872	0.956646034790682	-0.842251088123115	-1	3.57022107659644
NSUN2	196	Down	0.349902351084647	0.468916756215479	0.815412481812566	-0.767715713502076	-1	2.90138385937658
SRSF1	194	Up	0.361826044656425	0.481619802684566	0.941185074579944	1.04952964541033	1	3.2308686918747
TBRG4	190	Down	0.367346805750316	0.485362570985757	0.950530246988212	-0.918505885875391	-1	3.22837439583976
NELFE	193	Up	0.369565409380018	0.485362570985757	1.04637767041673	1.14601623492999	1	3.55405390070639
G3BP1	197	Down	0.372416387616877	0.485867737486919	0.868494630467829	-0.809018644802647	-1	2.94537912480254
NUSAP1	195	Up	0.402916966498447	0.522201594738118	1.04708010037033	-1.0703196979559	-1	3.19636377532449
SSRP1	196	Down	0.412484212898717	0.531107123797695	0.92083690100793	0.984435387394338	1	2.7376206223516
TAF15	192	Down	0.432747927630475	0.553580141189634	1.2520781407356	1.40010630743323	1	3.47899053259968
PES1	194	Up	0.450728328124379	0.572861165422598	1.2209971746226	-1.34937527309932	-1	3.19609327568236
HNRNPA2B1	193	Up	0.461098869575154	0.582285110937854	0.844374999593715	0.836136905811987	1	2.14504021535215
PUM1	192	Down	0.465331426268224	0.583887203661403	1.04330141273511	-0.883933299462039	-1	2.6372521221215
SUCLG1	192	Up	0.470157961977608	0.586209610820182	0.972828348030128	-0.81110775608318	-1	2.44086157804243
RBFOX2	183	Up	0.488724793765467	0.605526945734573	0.870552080529168	0.921813613645773	1	2.05142252868051
SUB1	195	Down	0.49463093019214	0.609014332799072	0.697944655002048	-0.691597956617828	-1	1.62555599265462
TARDBP	193	Up	0.52488711670137	0.642253180063167	0.909697784475402	-0.913127223032393	-1	1.8919369861354
DNAJC21	190	Up	0.548507688458304	0.667012435964728	1.01671008914092	1.13994190259019	1	1.93388517862989
PUS1	193	Down	0.575339118386366	0.695348505043645	0.951859374766015	-0.90783306815452	-1	1.62428887210108
RTF1	191	Down	0.600991363623687	0.721922552645526	1.19672866703609	-1.14865068212068	-1	1.83153214796175
U2AF1	182	Up	0.628367469396522	0.750232675582514	0.876652685816376	-0.963294535566354	-1	1.18278070400216
CCAR2	178	Up	0.646956896740331	0.767774148541236	1.0447404806346	-0.907756872032175	-1	1.29633593701556
TROVE2	195	Down	0.65419940359062	0.771720254535043	0.834022085604841	0.94759921167189	1	1.0144860215162
GTF2F1	184	Down	0.671546202344268	0.780687712920264	1.19820821427089	-0.887531080227835	-1	1.39302652654654
DKC1	190	Up	0.667201711524378	0.780687712920264	1.17463170619373	1.37675722803123	1	1.36558858739582
